time	bass	mid	treble	bass_att	mid_att	treb_att	beat_raw	beat	beat_bass	beat_mid	beat_treble	sub_bass	low_bass	low_mid	mid_high	high_mid	high
14.700	0.4638	0.6860	0.8878	0.5678	0.6650	0.8136	0.0564	0.0282	0.0003	0.2609	0.1778	0.1570	0.2456	0.6045	0.8309	0.3106	0.2251
14.716	0.4557	0.6802	0.8755	0.5641	0.6645	0.8131	0.0466	0.0233	0.0002	0.2154	0.1468	0.1522	0.2417	0.6009	0.8232	0.3068	0.2224
14.734	0.4557	0.6802	0.8755	0.5641	0.6645	0.8131	0.0385	0.0192	0.0002	0.1778	0.1211	0.1522	0.2417	0.6009	0.8232	0.3068	0.2224
14.751	0.4530	0.6784	0.8801	0.5610	0.6645	0.8156	0.0317	0.0159	0.0001	0.1467	0.8252	0.1507	0.2398	0.5977	0.8227	0.3087	0.2243
14.767	0.4493	0.6831	0.8916	0.5577	0.6658	0.8194	0.0262	0.0131	0.0001	0.1211	0.6809	0.1480	0.2380	0.5979	0.8313	0.3134	0.2278
14.784	0.4469	0.6851	0.8952	0.5547	0.6666	0.8219	0.0216	0.0108	0.0001	0.0999	0.5619	0.1455	0.2365	0.5977	0.8354	0.3153	0.2290
14.800	0.4460	0.6865	0.9027	0.5518	0.6673	0.8252	0.0178	0.0089	0.0001	0.0825	0.4638	0.1444	0.2360	0.5969	0.8389	0.3184	0.2318
14.817	0.4460	0.6865	0.9027	0.5518	0.6673	0.8252	0.0147	0.0074	0.0001	0.0680	0.3827	0.1444	0.2360	0.5969	0.8389	0.3184	0.2318
14.833	0.4491	0.6863	0.9062	0.5496	0.6678	0.8278	0.0121	0.0061	0.0001	0.0562	0.3160	0.1453	0.2369	0.5957	0.8396	0.3201	0.2333
14.851	0.4563	0.6892	0.9144	0.5480	0.6688	0.8313	0.0100	0.0050	0.8253	0.0464	0.2608	0.1522	0.2391	0.5965	0.8448	0.3236	0.2361
14.867	0.4598	0.6924	0.9192	0.5461	0.6699	0.8344	0.0083	0.0041	0.6811	0.0383	0.2152	0.1518	0.2407	0.5988	0.8495	0.3260	0.2378
14.883	0.4658	0.6942	0.9228	0.5447	0.6708	0.8372	0.0068	0.0034	0.5623	0.0316	0.1777	0.1530	0.2437	0.6012	0.8512	0.3278	0.2394
14.900	0.4658	0.6942	0.9228	0.5447	0.6708	0.8372	0.0056	0.0028	0.4641	0.0261	0.1467	0.1530	0.2437	0.6012	0.8512	0.3278	0.2394
14.917	0.4610	0.6965	0.9321	0.5421	0.6718	0.8411	0.8253	0.4126	0.3830	0.8253	0.8253	0.1492	0.2414	0.6009	0.8558	0.3314	0.2429
14.934	0.4621	0.6993	0.9359	0.5402	0.6730	0.8441	0.6811	0.3405	0.3161	0.6811	0.6811	0.1479	0.2419	0.6021	0.8603	0.3334	0.2445
14.950	0.4576	0.6914	0.9232	0.5376	0.6722	0.8440	0.5622	0.2811	0.2609	0.5622	0.5622	0.1471	0.2386	0.5949	0.8513	0.3296	0.2414
14.967	0.4576	0.6914	0.9232	0.5376	0.6722	0.8440	0.4640	0.2320	0.2153	0.4640	0.4640	0.1471	0.2386	0.5949	0.8513	0.3296	0.2414
14.984	0.4535	0.6826	0.9120	0.5350	0.6710	0.8439	0.3829	0.1914	0.1777	0.3829	0.3829	0.1459	0.2362	0.5877	0.8403	0.3260	0.2393
15.001	0.4495	0.6733	0.9022	0.5324	0.6695	0.8438	0.3160	0.1580	0.1467	0.3160	0.3160	0.1442	0.2337	0.5797	0.8289	0.3228	0.2376
15.016	0.4467	0.6707	0.9015	0.5300	0.6691	0.8452	0.2610	0.1305	0.1211	0.2610	0.2610	0.1458	0.2313	0.5745	0.8281	0.3232	0.2378
15.034	0.4484	0.6740	0.9028	0.5281	0.6698	0.8468	0.2154	0.1077	0.1000	0.2154	0.2154	0.1464	0.2314	0.5761	0.8331	0.3246	0.2383
15.050	0.4484	0.6740	0.9028	0.5281	0.6698	0.8468	0.1778	0.0889	0.0825	0.1778	0.1778	0.1464	0.2314	0.5761	0.8331	0.3246	0.2383
15.067	0.4466	0.6772	0.9047	0.5258	0.6705	0.8486	0.1468	0.0734	0.0681	0.1468	0.1468	0.1461	0.2302	0.5761	0.8392	0.3262	0.2388
15.084	0.4428	0.6809	0.9092	0.5233	0.6714	0.8509	0.1212	0.0606	0.0562	0.1212	0.8253	0.1430	0.2279	0.5764	0.8458	0.3287	0.2403
15.100	0.4452	0.6890	0.9193	0.5216	0.6732	0.8543	0.1000	0.0500	0.0464	0.1000	0.6813	0.1445	0.2285	0.5810	0.8578	0.3332	0.2434
15.117	0.4452	0.6890	0.9193	0.5216	0.6732	0.8543	0.0826	0.0413	0.0383	0.0826	0.5623	0.1445	0.2285	0.5810	0.8578	0.3332	0.2434
15.134	0.4439	0.6849	0.9107	0.5195	0.6728	0.8543	0.0681	0.0341	0.0316	0.0681	0.4641	0.1461	0.2270	0.5770	0.8533	0.3308	0.2413
15.150	0.4415	0.6759	0.8936	0.5173	0.6714	0.8525	0.0563	0.0281	0.0261	0.0563	0.3833	0.1440	0.2258	0.5715	0.8406	0.3252	0.2372
15.167	0.4396	0.6744	0.8902	0.5151	0.6712	0.8529	0.0464	0.0232	0.0216	0.0464	0.3164	0.1412	0.2250	0.5716	0.8383	0.3245	0.2368
15.184	0.4416	0.6719	0.8870	0.5135	0.6708	0.8532	0.0383	0.0192	0.0178	0.0383	0.2611	0.1414	0.2257	0.5703	0.8349	0.3238	0.2366
15.200	0.4416	0.6719	0.8870	0.5135	0.6708	0.8532	0.0317	0.0158	0.0147	0.0317	0.2156	0.1414	0.2257	0.5703	0.8349	0.3238	0.2366
15.217	0.4433	0.6649	0.8832	0.5119	0.6695	0.8534	0.0261	0.0131	0.0121	0.0261	0.1780	0.1416	0.2263	0.5652	0.8258	0.3227	0.2366
15.233	0.4421	0.6592	0.8723	0.5100	0.6683	0.8520	0.0216	0.0108	0.0100	0.0216	0.1470	0.1407	0.2249	0.5610	0.8185	0.3192	0.2341
15.250	0.4486	0.6633	0.8693	0.5091	0.6689	0.8520	0.0178	0.0089	0.0083	0.8256	0.8256	0.1449	0.2275	0.5646	0.8237	0.3190	0.2332
15.266	0.4486	0.6633	0.8693	0.5091	0.6689	0.8520	0.0147	0.0074	0.0068	0.6821	0.6821	0.1449	0.2275	0.5646	0.8237	0.3190	0.2332
15.283	0.4477	0.6633	0.8652	0.5075	0.6687	0.8517	0.0122	0.0061	0.0056	0.5632	0.5632	0.1438	0.2268	0.5630	0.8251	0.3183	0.2322
15.299	0.4525	0.6641	0.8639	0.5066	0.6687	0.8517	0.0100	0.0050	0.8261	0.4653	0.4653	0.1467	0.2285	0.5632	0.8264	0.3184	0.2322
15.317	0.4507	0.6574	0.8567	0.5050	0.6674	0.8507	0.0083	0.0041	0.6822	0.3842	0.3842	0.1452	0.2274	0.5585	0.8176	0.3161	0.2311
15.333	0.4506	0.6542	0.8581	0.5036	0.6665	0.8511	0.0068	0.0034	0.5633	0.3172	0.3172	0.1448	0.2272	0.5549	0.8143	0.3169	0.2324
15.350	0.4506	0.6542	0.8581	0.5036	0.6665	0.8511	0.0057	0.0028	0.4651	0.2619	0.2619	0.1448	0.2272	0.5549	0.8143	0.3169	0.2324
15.367	0.4531	0.6584	0.8651	0.5026	0.6670	0.8526	0.8256	0.4128	0.3840	0.2163	0.2163	0.1459	0.2280	0.5582	0.8201	0.3200	0.2349
15.383	0.4767	0.6741	0.8772	0.5044	0.6697	0.8552	0.6820	0.3410	0.3172	0.1786	0.1786	0.1515	0.2399	0.5775	0.8353	0.3249	0.2390
15.399	0.4808	0.6827	0.8824	0.5043	0.6715	0.8568	0.5634	0.2817	0.2620	0.1476	0.1476	0.1525	0.2411	0.5869	0.8453	0.3269	0.2416
15.416	0.5006	0.6804	0.8711	0.5063	0.6713	0.8553	0.4654	0.2327	0.2164	0.1219	0.1219	0.1652	0.2486	0.5898	0.8389	0.3229	0.2394
15.433	0.5006	0.6804	0.8711	0.5063	0.6713	0.8553	0.3842	0.1921	0.1787	0.1006	0.1006	0.1652	0.2486	0.5898	0.8389	0.3229	0.2394
15.450	0.5270	0.6603	0.8287	0.5096	0.6677	0.8477	0.3172	0.1586	0.1475	0.0831	0.0831	0.1803	0.2585	0.5822	0.8070	0.3073	0.2282
15.467	0.5352	0.6417	0.7842	0.5111	0.6640	0.8388	0.2619	0.1309	0.1218	0.0686	0.0686	0.1890	0.2603	0.5747	0.7770	0.2912	0.2158
15.483	0.5465	0.6252	0.7375	0.5132	0.6604	0.8286	0.2162	0.1081	0.1006	0.0566	0.0566	0.1925	0.2665	0.5726	0.7465	0.2740	0.2032
15.500	0.5465	0.6252	0.7375	0.5132	0.6604	0.8286	0.1785	0.0892	0.0830	0.0468	0.0468	0.1925	0.2665	0.5726	0.7465	0.2740	0.2032
15.517	0.5676	0.6107	0.6960	0.5168	0.6567	0.8184	0.1474	0.0737	0.0685	0.0386	0.0386	0.2002	0.2765	0.5726	0.7175	0.2585	0.1922
15.533	0.5906	0.5961	0.6584	0.5210	0.6528	0.8082	0.1217	0.0608	0.0566	0.0319	0.0319	0.2144	0.2854	0.5697	0.6909	0.2443	0.1824
15.550	0.5795	0.5773	0.6253	0.5214	0.6478	0.7982	0.1004	0.0502	0.0467	0.0263	0.8255	0.2096	0.2804	0.5591	0.6630	0.2316	0.1741
15.567	0.5676	0.5518	0.5920	0.5213	0.6412	0.7875	0.0829	0.0415	0.0386	0.0217	0.6815	0.2080	0.2739	0.5396	0.6293	0.2184	0.1661
15.583	0.5676	0.5518	0.5920	0.5213	0.6412	0.7875	0.0684	0.0342	0.0318	0.0179	0.5626	0.2080	0.2739	0.5396	0.6293	0.2184	0.1661
15.600	0.5715	0.5371	0.5651	0.5230	0.6362	0.7775	0.0565	0.0282	0.0263	0.0148	0.4644	0.2037	0.2780	0.5363	0.6018	0.2071	0.1605
15.617	0.5798	0.5361	0.5527	0.5253	0.6335	0.7697	0.0466	0.0233	0.0217	0.0122	0.3834	0.2064	0.2821	0.5443	0.5925	0.2012	0.1590
15.633	0.5837	0.5345	0.5505	0.5272	0.6307	0.7638	0.0385	0.0192	0.0179	0.0101	0.3165	0.2060	0.2853	0.5509	0.5830	0.1986	0.1608
15.650	0.5837	0.5345	0.5505	0.5272	0.6307	0.7638	0.0318	0.0159	0.0148	0.0083	0.2612	0.2060	0.2853	0.5509	0.5830	0.1986	0.1608
15.667	0.5877	0.5299	0.5542	0.5291	0.6274	0.7591	0.0262	0.0131	0.0122	0.0069	0.2156	0.2042	0.2886	0.5513	0.5731	0.1989	0.1635
15.683	0.5860	0.5237	0.5611	0.5304	0.6238	0.7553	0.0217	0.0108	0.0101	0.0057	0.1780	0.2027	0.2879	0.5464	0.5656	0.2008	0.1666
15.700	0.5879	0.5300	0.5638	0.5320	0.6224	0.7508	0.0179	0.0089	0.8255	0.0047	0.1469	0.2010	0.2902	0.5577	0.5683	0.2017	0.1676
15.717	0.5859	0.5357	0.5640	0.5332	0.6212	0.7461	0.0148	0.0074	0.6814	0.0039	0.1213	0.1970	0.2905	0.5664	0.5721	0.2019	0.1675
15.734	0.5859	0.5357	0.5640	0.5332	0.6212	0.7461	0.0122	0.0061	0.5623	0.0032	0.1001	0.1970	0.2905	0.5664	0.5721	0.2019	0.1675
15.751	0.5920	0.5441	0.5673	0.5353	0.6206	0.7422	0.0100	0.0050	0.4640	0.8253	0.0826	0.1980	0.2940	0.5767	0.5801	0.2032	0.1686
15.767	0.5882	0.5468	0.5701	0.5362	0.6192	0.7383	0.0083	0.0041	0.3830	0.6812	0.0682	0.1974	0.2920	0.5811	0.5814	0.2039	0.1699
15.783	0.5825	0.5547	0.5714	0.5368	0.6188	0.7342	0.0068	0.0034	0.3162	0.5624	0.0563	0.1942	0.2898	0.5883	0.5914	0.2047	0.1698
15.800	0.5733	0.5633	0.5680	0.5368	0.6188	0.7295	0.0057	0.0028	0.2610	0.4642	0.0465	0.1884	0.2860	0.5982	0.6003	0.2040	0.1681
15.817	0.5733	0.5633	0.5680	0.5368	0.6188	0.7295	0.0047	0.0023	0.2154	0.3831	0.0383	0.1884	0.2860	0.5982	0.6003	0.2040	0.1681
15.834	0.5803	0.5740	0.5711	0.5386	0.6194	0.7260	0.8253	0.4126	0.1778	0.3162	0.8253	0.1910	0.2894	0.6093	0.6121	0.2057	0.1683
15.850	0.5778	0.5765	0.5704	0.5393	0.6188	0.7219	0.6815	0.3408	0.1468	0.2611	0.6815	0.1929	0.2873	0.6108	0.6162	0.2060	0.1673
15.867	0.5698	0.5772	0.5573	0.5393	0.6178	0.7156	0.5625	0.2813	0.1212	0.2155	0.5625	0.1897	0.2831	0.6118	0.6165	0.2020	0.1624
15.884	0.5698	0.5772	0.5573	0.5393	0.6178	0.7156	0.4643	0.2321	0.1000	0.1779	0.4643	0.1897	0.2831	0.6118	0.6165	0.2020	0.1624
15.900	0.5608	0.5703	0.5383	0.5389	0.6155	0.7080	0.3834	0.1917	0.0826	0.1469	0.3834	0.1885	0.2783	0.6073	0.6069	0.1957	0.1559
15.916	0.5585	0.5813	0.5430	0.5391	0.6164	0.7046	0.3166	0.1583	0.0682	0.1213	0.3166	0.1908	0.2759	0.6150	0.6229	0.1982	0.1560
15.934	0.5454	0.5898	0.5516	0.5379	0.6172	0.7022	0.2613	0.1307	0.0563	0.1001	0.2613	0.1845	0.2702	0.6184	0.6375	0.2019	0.1576
15.950	0.5454	0.5898	0.5516	0.5379	0.6172	0.7022	0.2158	0.1079	0.0465	0.0827	0.2158	0.1845	0.2702	0.6184	0.6375	0.2019	0.1576
15.967	0.5259	0.5972	0.5601	0.5355	0.6179	0.7000	0.1781	0.0891	0.0384	0.0682	0.1781	0.1752	0.2613	0.6188	0.6521	0.2055	0.1591
15.984	0.5259	0.5972	0.5601	0.5355	0.6179	0.7000	0.1470	0.0735	0.0317	0.0563	0.1470	0.1752	0.2613	0.6188	0.6521	0.2055	0.1591
16.000	0.5087	0.5987	0.5650	0.5330	0.6176	0.6973	0.1214	0.0607	0.0261	0.0465	0.1214	0.1675	0.2533	0.6155	0.6588	0.2076	0.1602
16.017	0.4967	0.5971	0.5666	0.5309	0.6168	0.6943	0.1002	0.0501	0.0216	0.0384	0.1002	0.1626	0.2472	0.6105	0.6603	0.2083	0.1605
16.034	0.5067	0.6065	0.5785	0.5313	0.6181	0.6933	0.0827	0.0413	0.0178	0.0317	0.8254	0.1701	0.2506	0.6174	0.6737	0.2128	0.1636
16.051	0.5067	0.6065	0.5785	0.5313	0.6181	0.6933	0.0682	0.0341	0.0147	0.0261	0.6812	0.1701	0.2506	0.6174	0.6737	0.2128	0.1636
16.067	0.5149	0.6163	0.5883	0.5318	0.6197	0.6923	0.0563	0.0282	0.0121	0.8254	0.5622	0.1736	0.2542	0.6250	0.6870	0.2167	0.1661
16.083	0.5172	0.6215	0.5967	0.5316	0.6206	0.6912	0.0465	0.0233	0.0100	0.6816	0.4643	0.1712	0.2561	0.6303	0.6933	0.2197	0.1685
16.100	0.5260	0.6427	0.6115	0.5324	0.6246	0.6916	0.0384	0.0192	0.0083	0.5627	0.3833	0.1699	0.2617	0.6510	0.7178	0.2256	0.1719
16.117	0.5421	0.6584	0.6198	0.5344	0.6280	0.6912	0.0317	0.0158	0.8254	0.4644	0.3164	0.1721	0.2704	0.6715	0.7321	0.2289	0.1741
16.134	0.5421	0.6584	0.6198	0.5344	0.6280	0.6912	0.0262	0.0131	0.6813	0.3833	0.2611	0.1721	0.2704	0.6715	0.7321	0.2289	0.1741
16.149	0.5466	0.6655	0.6226	0.5351	0.6301	0.6899	0.0216	0.0108	0.5627	0.3166	0.2157	0.1714	0.2730	0.6818	0.7380	0.2300	0.1747
16.167	0.5489	0.6695	0.6215	0.5357	0.6318	0.6880	0.0178	0.0089	0.4646	0.2614	0.1781	0.1693	0.2748	0.6893	0.7397	0.2297	0.1742
16.184	0.5456	0.6697	0.6241	0.5356	0.6328	0.6868	0.0147	0.0074	0.3835	0.2158	0.1470	0.1656	0.2738	0.6908	0.7392	0.2304	0.1752
16.200	0.5456	0.6697	0.6241	0.5356	0.6328	0.6868	0.0122	0.0061	0.3165	0.1781	0.1213	0.1656	0.2738	0.6908	0.7392	0.2304	0.1752
16.216	0.5388	0.6686	0.6207	0.5350	0.6335	0.6846	0.0100	0.0050	0.2614	0.1471	0.1002	0.1613	0.2708	0.6912	0.7368	0.2292	0.1742
16.233	0.5397	0.6769	0.6253	0.5352	0.6360	0.6838	0.0083	0.0041	0.2158	0.1214	0.0827	0.1596	0.2717	0.6991	0.7470	0.2312	0.1751
16.250	0.5319	0.6754	0.6267	0.5343	0.6367	0.6826	0.0068	0.0034	0.1782	0.1002	0.0683	0.1574	0.2673	0.6960	0.7469	0.2317	0.1754
16.267	0.5216	0.6676	0.6269	0.5329	0.6362	0.6812	0.0056	0.0028	0.1471	0.0828	0.0564	0.1570	0.2613	0.6854	0.7414	0.2315	0.1759
16.283	0.5216	0.6676	0.6269	0.5329	0.6362	0.6812	0.0047	0.0023	0.1214	0.0683	0.0465	0.1570	0.2613	0.6854	0.7414	0.2315	0.1759
16.300	0.5184	0.6708	0.6340	0.5322	0.6376	0.6812	0.8255	0.4128	0.1002	0.0564	0.8255	0.1561	0.2591	0.6857	0.7473	0.2342	0.1779
16.317	0.5142	0.6705	0.6411	0.5313	0.6384	0.6813	0.6815	0.3408	0.0828	0.0466	0.6815	0.1565	0.2566	0.6821	0.7511	0.2368	0.1798
16.332	0.5052	0.6641	0.6374	0.5297	0.6380	0.6796	0.5630	0.2815	0.0684	0.0385	0.5630	0.1536	0.2518	0.6735	0.7463	0.2355	0.1787
16.349	0.5040	0.6607	0.6377	0.5289	0.6380	0.6786	0.4650	0.2325	0.0565	0.0318	0.4650	0.1523	0.2512	0.6681	0.7451	0.2357	0.1788
16.366	0.5040	0.6607	0.6377	0.5289	0.6380	0.6786	0.3841	0.1921	0.0466	0.0262	0.3841	0.1523	0.2512	0.6681	0.7451	0.2357	0.1788
16.382	0.5115	0.6621	0.6368	0.5293	0.6388	0.6774	0.3173	0.1586	0.0385	0.0217	0.3173	0.1540	0.2550	0.6704	0.7461	0.2354	0.1785
16.400	0.5109	0.6649	0.6411	0.5287	0.6400	0.6772	0.2619	0.1309	0.0318	0.0179	0.2619	0.1540	0.2543	0.6712	0.7517	0.2372	0.1796
16.417	0.5157	0.6612	0.6443	0.5289	0.6399	0.6769	0.2162	0.1081	0.0263	0.0148	0.2162	0.1565	0.2560	0.6677	0.7476	0.2381	0.1809
16.433	0.5157	0.6612	0.6443	0.5289	0.6399	0.6769	0.1785	0.0892	0.0217	0.0122	0.1785	0.1565	0.2560	0.6677	0.7476	0.2381	0.1809
16.450	0.5153	0.6539	0.6444	0.5285	0.6391	0.6761	0.1473	0.0737	0.0179	0.0101	0.1473	0.1586	0.2546	0.6598	0.7402	0.2379	0.1814
16.466	0.5197	0.6534	0.6453	0.5288	0.6393	0.6755	0.1217	0.0609	0.0148	0.0083	0.1217	0.1622	0.2561	0.6604	0.7385	0.2382	0.1818
16.483	0.5214	0.6473	0.6416	0.5288	0.6385	0.6740	0.1005	0.0502	0.0122	0.0069	0.1005	0.1633	0.2561	0.6548	0.7319	0.2367	0.1810
16.500	0.5233	0.6434	0.6359	0.5288	0.6380	0.6721	0.0829	0.0415	0.0101	0.0057	0.0829	0.1653	0.2567	0.6536	0.7254	0.2344	0.1798
16.516	0.5233	0.6434	0.6359	0.5288	0.6380	0.6721	0.0685	0.0342	0.0083	0.0047	0.0685	0.1653	0.2567	0.6536	0.7254	0.2344	0.1798
16.532	0.5133	0.6386	0.6332	0.5274	0.6372	0.6707	0.0566	0.0283	0.0069	0.0039	0.8259	0.1600	0.2522	0.6478	0.7210	0.2334	0.1791
16.549	0.5034	0.6382	0.6377	0.5257	0.6372	0.6706	0.0467	0.0234	0.0057	0.0032	0.6821	0.1553	0.2478	0.6444	0.7232	0.2352	0.1803
16.566	0.4962	0.6324	0.6376	0.5242	0.6361	0.6697	0.0386	0.0193	0.0047	0.0026	0.5633	0.1517	0.2444	0.6379	0.7178	0.2351	0.1806
16.582	0.4962	0.6324	0.6376	0.5242	0.6361	0.6697	0.0319	0.0159	0.0039	0.0022	0.4652	0.1517	0.2444	0.6379	0.7178	0.2351	0.1806
16.599	0.4878	0.6269	0.6364	0.5224	0.6350	0.6687	0.0263	0.0132	0.0032	0.0018	0.3842	0.1487	0.2401	0.6312	0.7128	0.2345	0.1806
16.616	0.4867	0.6309	0.6381	0.5214	0.6356	0.6682	0.0217	0.0109	0.0026	0.0015	0.3173	0.1482	0.2395	0.6338	0.7190	0.2354	0.1809
16.632	0.4847	0.6356	0.6481	0.5203	0.6363	0.6693	0.0179	0.0090	0.0022	0.8258	0.2620	0.1462	0.2386	0.6344	0.7281	0.2392	0.1837
16.649	0.4816	0.6286	0.6482	0.5190	0.6350	0.6688	0.0148	0.0074	0.0018	0.6819	0.2163	0.1497	0.2352	0.6257	0.7219	0.2392	0.1841
16.666	0.4816	0.6286	0.6482	0.5190	0.6350	0.6688	0.0122	0.0061	0.0015	0.5631	0.1786	0.1497	0.2352	0.6257	0.7219	0.2392	0.1841
16.683	0.4795	0.6228	0.6470	0.5177	0.6337	0.6681	0.0101	0.0050	0.0012	0.4647	0.1474	0.1512	0.2332	0.6178	0.7172	0.2388	0.1839
16.701	0.4756	0.6186	0.6469	0.5163	0.6327	0.6675	0.8251	0.4125	0.0010	0.3834	0.8251	0.1495	0.2314	0.6136	0.7127	0.2386	0.1842
16.717	0.4685	0.6122	0.6448	0.5143	0.6311	0.6666	0.6808	0.3404	0.0008	0.3164	0.6808	0.1467	0.2279	0.6064	0.7061	0.2378	0.1840
16.734	0.4659	0.6159	0.6465	0.5128	0.6313	0.6664	0.5617	0.2808	0.0007	0.2610	0.5617	0.1431	0.2272	0.6092	0.7116	0.2387	0.1843
16.750	0.4659	0.6159	0.6465	0.5128	0.6313	0.6664	0.4637	0.2319	0.0006	0.2155	0.4637	0.1431	0.2272	0.6092	0.7116	0.2387	0.1843
16.766	0.4616	0.6114	0.6358	0.5110	0.6301	0.6638	0.3828	0.1914	0.0005	0.1779	0.3828	0.1401	0.2254	0.6052	0.7061	0.2351	0.1809
16.783	0.4580	0.6089	0.6319	0.5093	0.6291	0.6624	0.3161	0.1580	0.0004	0.1469	0.3161	0.1374	0.2239	0.6024	0.7039	0.2339	0.1797
16.799	0.4582	0.6100	0.6310	0.5081	0.6288	0.6614	0.2610	0.1305	0.0003	0.1213	0.2610	0.1367	0.2240	0.6032	0.7056	0.2339	0.1792
16.816	0.4582	0.6100	0.6310	0.5081	0.6288	0.6614	0.2156	0.1078	0.0003	0.1002	0.2156	0.1367	0.2240	0.6032	0.7056	0.2339	0.1792
16.833	0.4592	0.6132	0.6309	0.5069	0.6289	0.6606	0.1779	0.0890	0.0002	0.0827	0.1779	0.1381	0.2239	0.6052	0.7106	0.2342	0.1788
16.850	0.4634	0.6157	0.6296	0.5063	0.6290	0.6597	0.1468	0.0734	0.0002	0.0682	0.1468	0.1406	0.2251	0.6069	0.7146	0.2341	0.1780
16.866	0.4860	0.6144	0.6254	0.5081	0.6284	0.6581	0.1213	0.0606	0.0001	0.0564	0.1213	0.1522	0.2341	0.6070	0.7121	0.2328	0.1766
16.883	0.5651	0.6111	0.6166	0.5179	0.6275	0.6556	0.1001	0.0501	0.0001	0.0465	0.1001	0.2054	0.2558	0.6035	0.7079	0.2298	0.1738
16.900	0.5651	0.6111	0.6166	0.5179	0.6275	0.6556	0.0826	0.0413	0.0001	0.0384	0.0826	0.2054	0.2558	0.6035	0.7079	0.2298	0.1738
16.917	0.6494	0.6249	0.6212	0.5301	0.6296	0.6555	0.0682	0.0341	0.0001	0.0317	0.0682	0.2487	0.2989	0.6241	0.7182	0.2318	0.1747
16.933	0.6912	0.6344	0.6242	0.5386	0.6313	0.6552	0.0563	0.0281	0.0001	0.0262	0.0563	0.2681	0.3138	0.6359	0.7274	0.2333	0.1749
16.950	0.7385	0.6358	0.6156	0.5486	0.6317	0.6528	0.0465	0.0232	0.8254	0.0216	0.0465	0.2877	0.3371	0.6461	0.7206	0.2302	0.1722
16.967	0.7385	0.6358	0.6156	0.5486	0.6317	0.6528	0.0384	0.0192	0.6813	0.0178	0.0384	0.2877	0.3371	0.6461	0.7206	0.2302	0.1722
16.983	0.7514	0.6323	0.6047	0.5551	0.6311	0.6498	0.0317	0.0158	0.5623	0.0147	0.0317	0.2918	0.3437	0.6480	0.7115	0.2261	0.1690
17.000	0.7469	0.6376	0.6046	0.5595	0.6321	0.6486	0.0261	0.0131	0.4642	0.0121	0.0261	0.2868	0.3428	0.6528	0.7179	0.2263	0.1683
17.017	0.7538	0.6500	0.6100	0.5652	0.6346	0.6485	0.0216	0.0108	0.3831	0.0100	0.0216	0.2819	0.3489	0.6663	0.7313	0.2287	0.1691
17.033	0.7236	0.6485	0.6089	0.5660	0.6347	0.6473	0.0178	0.0089	0.3162	0.0083	0.0178	0.2671	0.3365	0.6635	0.7306	0.2284	0.1685
17.050	0.7236	0.6485	0.6089	0.5660	0.6347	0.6473	0.0147	0.0073	0.2610	0.0068	0.0147	0.2671	0.3365	0.6635	0.7306	0.2284	0.1685
17.067	0.7111	0.6459	0.6065	0.5684	0.6346	0.6459	0.0121	0.0061	0.2154	0.0056	0.0121	0.2558	0.3327	0.6613	0.7273	0.2275	0.1676
17.084	0.6975	0.6481	0.6094	0.5702	0.6353	0.6455	0.0100	0.0050	0.1778	0.0047	0.0100	0.2510	0.3268	0.6614	0.7317	0.2287	0.1680
17.100	0.6751	0.6498	0.6141	0.5705	0.6359	0.6454	0.0083	0.0041	0.1467	0.0038	0.0083	0.2367	0.3186	0.6598	0.7366	0.2305	0.1689
17.117	0.6751	0.6498	0.6141	0.5705	0.6359	0.6454	0.0068	0.0034	0.1211	0.0032	0.0068	0.2367	0.3186	0.6598	0.7366	0.2305	0.1689
17.133	0.6463	0.6482	0.6157	0.5694	0.6360	0.6449	0.0056	0.0028	0.1000	0.0026	0.0056	0.2225	0.3066	0.6542	0.7381	0.2314	0.1689
17.150	0.6278	0.6439	0.6108	0.5689	0.6355	0.6433	0.0046	0.0023	0.0825	0.0022	0.0046	0.2121	0.2991	0.6487	0.7343	0.2296	0.1673
17.167	0.6094	0.6338	0.6001	0.5680	0.6338	0.6404	0.0038	0.0019	0.0681	0.0018	0.0038	0.2045	0.2908	0.6397	0.7221	0.2256	0.1643
17.183	0.5917	0.6345	0.6038	0.5667	0.6339	0.6401	0.0032	0.0016	0.0562	0.0015	0.0032	0.1945	0.2835	0.6379	0.7253	0.2272	0.1649
17.200	0.5917	0.6345	0.6038	0.5667	0.6339	0.6401	0.0026	0.0013	0.0464	0.0012	0.0026	0.1945	0.2835	0.6379	0.7253	0.2272	0.1649
17.217	0.5734	0.6281	0.6017	0.5650	0.6327	0.6388	0.0022	0.0011	0.0383	0.0010	0.0022	0.1876	0.2749	0.6292	0.7198	0.2264	0.1643
17.234	0.5675	0.6195	0.5902	0.5644	0.6310	0.6357	0.0018	0.0009	0.0316	0.0008	0.0018	0.1857	0.2724	0.6215	0.7096	0.2223	0.1606
17.250	0.5595	0.6049	0.5761	0.5635	0.6279	0.6319	0.0015	0.0007	0.0261	0.0007	0.0015	0.1800	0.2690	0.6101	0.6899	0.2170	0.1568
17.267	0.5511	0.5952	0.5637	0.5623	0.6255	0.6281	0.0012	0.0006	0.0215	0.0006	0.0012	0.1774	0.2654	0.6028	0.6769	0.2125	0.1530
17.283	0.5511	0.5952	0.5637	0.5623	0.6255	0.6281	0.0010	0.0005	0.0178	0.0005	0.0010	0.1774	0.2654	0.6028	0.6769	0.2125	0.1530
